step,temp,press,density,pxx,pyy,pzz,pxy,pxz,pyz,pe,ke,etotal,evdwl,ecoul,epair,ebond,eangle,edihed,eimp,emol,etail,enthalpy,vol
10000,1005.454137126677665,637.27948989405285829,0.31135105561015041786,731.74556362144505783,253.64085549611002079,926.45205056460167725,-50.308132902884125315,390.85125872818230164,-248.10301988557515074,11095.360309455418246,14973.350712619348997,26068.711022074767243,-467.4830179684867062,-1934.0285905014891341,-2401.5116084699757266,4868.8894779267229751,6514.5228089523461676,1966.4208509832433265,147.03878006308164572,13496.871917925393063,-29.050196984202774075,27374.457755586081475,140492.49242774624145
11000,994.95018792007124375,99.343528063017487284,0.31135105561015047337,-758.03958510499433032,324.21090670500547049,731.85926258903691632,-131.55488312956219943,62.892785867573579139,-158.82644545724372165,11579.717331080582881,14816.924566930078072,26396.641898010660952,-530.85916882221943069,-1668.2124026252881777,-2199.071571447507722,4954.6174200688237761,6673.7795532811087469,1994.9956330457180229,155.39629613243894823,13778.788902528092876,-29.050196984202774075,26600.190716575871193,140492.49242774624145
12000,987.54214248653886443,76.949219312250335179,0.31135105561015041786,-146.55724118439709969,792.30639667285504402,-414.9014975517034145,-648.00386216217168567,-9.9563305847062206766,-411.82644898593468952,11167.353378304031139,14706.603013439544156,25873.956391743573477,-512.21451792565267169,-1690.5690640831930978,-2202.7835820088457695,4929.1749101333698491,6414.2910395152284764,1895.6616728282192526,131.00933783605918848,13370.136960312876909,-29.050196984202774075,26031.620640093886323,140492.49242774624145
13000,991.50591819472208499,904.45413381114337881,0.31135105561015041786,1360.9503006393938449,535.23381891738267768,817.1782818766556602,-171.325801223936935,-473.31954209165024849,-79.352837660537389297,11341.912601736536089,14765.63206472417005,26107.544666460707958,-471.51015284934652527,-1909.9639206401921001,-2381.4740734895381138,4929.7990802495278331,6717.1990125169359089,1934.0432851827533796,142.34529727685622902,13723.386675226072839,-29.050196984202774075,27960.715919518050214,140492.49242774624145
14000,1014.7490967555672796,-59.49491317702104709,0.31135105561015047337,-102.57357563226332786,136.42096136550446772,-212.33212526430426692,-19.282104685937753175,181.94117809573154432,-215.80575339207626939,11270.464909071235525,15111.772431963736381,26382.237341034971905,-498.5643029047781738,-2015.523702865767973,-2514.0880057705458057,5052.1745412293494155,6611.8571168271000715,1967.1647215520756617,153.35653523325512992,13784.552914841780876,-29.050196984202774075,26260.335899401648931,140492.49242774624145
15000,986.14000077579930803,1653.8992453822622792,0.31135105561015041786,1451.1468727870092152,1458.6803065354356477,2051.8705568243417474,-1086.0299174013175616,467.49960290873332269,-327.50845812302321747,11171.55877508377489,14685.722140997473616,25857.280916081246687,-484.95545819264884813,-1830.4889617096625898,-2315.4444199023109832,4773.8289804408259442,6612.2318106677785181,1967.2712080856929333,133.67119579178930167,13487.003194986085873,-29.050196984202774075,29246.019407529864111,140492.49242774624145
16000,994.72741766031958832,286.88711013390161497,0.31135105561015041786,848.42895258910596112,76.454988914110700193,-64.222611101511134279,110.03128072424837569,330.18925886177271423,212.49652117933135287,11090.735641341329028,14813.6070439278501,25904.342685269177309,-525.51076168763506757,-1935.5634514393823338,-2461.074213127017174,4839.4548068145713842,6660.512591600052474,1913.996223167410335,137.84623288631266291,13551.809854468345293,-29.050196984202774075,26492.156843553355429,140492.49242774624145
17000,1002.7100133521068983,185.28901030883278622,0.31135105561015041786,997.51889907107977251,-484.9954212591615601,43.34355311458284632,-222.29625562042798492,-482.00285304118921204,-421.09503873985232758,11195.84764670212644,14932.484872837829244,26128.332519539955683,-491.885335288129113,-1955.3724594895018072,-2447.2577947776308065,4954.0741185788738221,6663.7702352244086796,1890.3342642921941206,134.92682338427903233,13643.105441479754518,-29.050196984202774075,26507.978379485211917,140492.49242774624145
18000,994.29198931994494615,547.19635949185635582,0.31135105561015041786,177.79183307131523861,851.26282702342552966,612.53441838082801496,-35.934688934599158472,206.1637705849885549,18.174519104568048533,11212.906595616295817,14807.122589779324699,26020.029185395622335,-491.48196637520754848,-1947.0350916985444201,-2438.5170580737517412,4889.2362036094027644,6611.395603768926776,1994.3596317219448792,156.43221458977421889,13651.423653690048013,-29.050196984202774075,27141.201089287522336,140492.49242774624145
19000,1011.0456744460011578,160.39600082671546488,0.31135105561015047337,226.86646159892254104,365.21025726522026389,-110.88871638399464814,436.26491316758819039,-57.230239376434788312,647.02272911431600733,11144.325786860164953,15056.620596558750549,26200.946383418915502,-500.48189275245545105,-1880.90128713464469,-2381.3831798870996863,4888.493595938094586,6458.7437577867758591,2037.5126939482624948,140.95891907413283661,13525.708966747266459,-29.050196984202774075,26529.587988035094895,140492.49242774624145
20000,1022.3200190431339252,-293.98525812239614652,0.31135105561015041786,280.53638727013299103,-339.51054371959554601,-822.98161791772611195,-228.04711256226627825,2.4911148764215247375,880.68848422168639445,11144.010837020936378,15224.519568251504097,26368.530405272438657,-431.78611276356286908,-2216.9087085233650214,-2648.6948212869278905,4999.7155759804836634,6672.5944491224436206,1979.3930379497805916,141.00259525515642167,13792.705658307862905,-29.050196984202774075,25766.172575495715137,140492.49242774624145
21000,1001.1103578303427639,245.21684326441922508,0.31135105561015041786,639.4494304787172041,545.08350540034734877,-448.88240608580503022,194.91207004446562223,-130.80215999252288839,519.89170760630997847,11495.530224336032916,14908.662599635788865,26404.192823971821781,-503.59368171452257457,-1747.8377740721286955,-2251.4314557866509858,4946.9504728282790893,6741.9301585105640697,1910.7705282274430374,147.31052055639912624,13746.961680122685721,-29.050196984202774075,26906.627151722903363,140492.49242774624145
22000,1006.8229113253089508,-93.408601906313450058,0.31135105561015041786,241.40029522890230851,36.083290270313980841,-557.70939121815570161,653.87008023072996821,117.91996575379457113,44.437843253713701586,11106.041792271893428,14993.734671833102766,26099.776464104994375,-546.17888533874508994,-1687.2759421927851236,-2233.4548275315300998,4750.6684069815537441,6501.7752989901136971,1947.8497726166660868,139.20314121508988592,13339.496619803423528,-29.050196984202774075,25908.387946578241099,140492.49242774624145
23000,994.59720706132520718,824.41639888990687268,0.31135105561015047337,93.707845191309814936,1101.4431370407060058,1278.09821443770511,173.75674850288967832,714.96298324602889807,-186.38493670269576796,11294.269613300835772,14811.667931149604556,26105.937544450440328,-482.78147769277245516,-1693.0512026925005102,-2175.832680385272397,4670.3424061189843997,6698.3335373663694554,1948.5719896070879713,152.85436059366716677,13470.102293686108169,-29.050196984202774075,27795.116369399947871,140492.49242774624145
24000,983.77818656329452551,527.57786803096496442,0.31135105561015041786,1157.2696864909853502,-198.62764949190977859,624.09156709381977635,-67.029741987431322059,817.13871157040932758,-325.86146520594297726,11905.65395236497352,14650.549703771301211,26556.20365613627655,-444.40523272438440472,-1493.7805868742052553,-1938.18581959858966,5085.632063689032293,6610.821246255600272,2004.5331726959757361,142.85328932295288951,13843.839771963561361,-29.050196984202774075,27637.178469822531042,140492.49242774624145
25000,971.49174015501512258,1401.4403350242700981,0.31135105561015047337,1233.3213599024859377,1642.5301448543286824,1328.4695003159974931,368.94527915260761119,-287.2265485256252191,447.48708782438956177,11239.10705927597337,14467.578383360103544,25706.685442636076914,-451.65024704036670755,-1878.649382633143432,-2330.2996296735100259,4753.9946315968663839,6636.3779848810290787,2031.5151866804958445,147.51888579109217403,13569.406688949482486,-29.050196984202774075,28578.151053389006847,140492.49242774624145
26000,981.98158589562035559,-188.95150299903528435,0.31135105561015047337,483.52953592464257326,-592.40507300319177375,-457.97897191855673782,89.390828382935268337,212.15309168052019118,248.29024221306750064,11649.762312172222664,14623.794498442406621,26273.556810614631104,-462.47084806422344627,-1707.1052336704024128,-2169.5760817346254044,5018.5696107820167526,6599.0135460992796652,2044.449142059559108,157.30609496599197428,13819.338393906848069,-29.050196984202774075,25886.406726945595437,140492.49242774624145
27000,1006.4677533183121341,642.34304971939752704,0.31135105561015047337,485.30473997972393363,1075.5607061317646185,366.16370304670789437,108.90714626340664495,99.850294007256664486,431.52657722237461257,11305.950795345015649,14988.44561368435825,26294.396409029373899,-525.85028938349421423,-1779.2515894424764156,-2305.1018788259702887,4826.2923744834397439,6586.9637337747553829,2035.5921948873019574,162.20437102548879693,13611.052674170987302,-29.050196984202774075,27610.518067211465677,140492.49242774624145
28000,979.23398097755682556,394.33812720429074261,0.31135105561015047337,-161.03467082102812924,749.3293042416348726,594.71974819226466025,64.489644897999312434,-499.64518913102887154,-258.84002209948346263,11101.178944464552842,14582.876817029853555,25684.055761494404578,-504.90786054107269365,-1912.0140848439673391,-2416.9219453850396349,4717.3471347280246846,6726.8350556771456468,1924.7967277492932681,149.1219716951292753,13518.100889849592932,-29.050196984202774075,26492.030487907730276,140492.49242774624145
29000,995.75452125261028868,481.79139871304323606,0.31135105561015041786,1595.3158922271777556,719.83995995893303643,-869.78165604698426705,-409.93777593951909921,340.12556186785917589,-333.63045522685445121,11109.298635884624673,14828.902801076465039,25938.201436961091531,-467.18972540298727836,-1980.7229569182754858,-2447.9126823212627642,4811.6303729727396785,6563.9317779839475406,2026.4611867110604635,155.18798053813924298,13557.211318205885618,-29.050196984202774075,26925.36257282000588,140492.49242774624145
30000,1006.0647518141477121,619.59149678376024895,0.31135105561015047337,1023.7885652486235131,597.17544381895265815,237.81048128370605355,-4.6244379252704712613,992.48962862340988522,116.39476764171821799,11114.183191655665723,14982.444064099201569,26096.627255754865473,-502.47471029615360294,-1909.7891758119856149,-2412.2638861081391042,4892.8961388011193776,6534.5357819199416554,1969.8795786889709234,129.13557835377207539,13526.447077763805282,-29.050196984202774075,27366.132372216845397,140492.49242774624145
31000,1008.1834230927487397,553.84470372725047582,0.31135105561015047337,743.82596531961576147,223.38353543434342896,694.3246104277923223,93.170720672985083866,-1174.2690783514699433,-86.240067716574003498,11359.58624285480073,15013.995585872144147,26373.581828726943058,-470.0641233480330925,-1794.4139096415701715,-2264.4780329896034345,4949.129073756026628,6521.4600774575828837,2005.0681356200855134,148.40698901070902593,13624.064275844404619,-29.050196984202774075,27508.375783706771472,140492.49242774624145
32000,999.19379953992051924,1561.4008175044293694,0.31135105561015047337,1472.0479623883193199,1727.9792569776595883,1484.175233147309882,787.87917344056006641,14.634589804095993415,124.76001273961094284,11058.559735151791756,14880.120970153137023,25938.68070530492696,-474.33463130402333263,-1891.5790769152558823,-2365.913708219279215,4664.6053200468068098,6604.79740973902517,2002.4511612603996582,152.6195523248385939,13424.473443371069152,-29.050196984202774075,29137.895570194508764,140492.49242774624145
33000,1013.9766575489098841,72.437873838232135881,0.31135105561015047337,357.22787242735995505,235.26647726979359732,-375.18072818245713052,-744.67435524838708716,753.33533538646179295,-222.09638493699236506,10983.672834271807005,15100.269169190845787,26083.942003462652792,-498.81123186542345138,-1979.4196966435060858,-2478.2309285089295372,4795.142184160900797,6513.2077526029452201,1992.9604441975247937,160.59338181936655587,13461.903762780737452,-29.050196984202774075,26232.362780604722502,140492.49242774624145
34000,999.81153223736976088,416.34686118361304352,0.31135105561015041786,874.58609713867451774,158.03564305226325359,216.41884335990224031,-212.11726792924898177,217.08966153528172072,-579.94309126903908691,11327.964534014954552,14889.32032394165617,26217.284857956612541,-472.89504170528260829,-1770.0212100480339359,-2242.9162517533159189,4864.2859809209421655,6582.9339591955485957,1971.9685741005919226,151.69227155118863948,13570.88078576827138,-29.050196984202774075,27070.35413543888717,140492.49242774624145
35000,1006.1721469883189002,1422.8029540271040787,0.31135105561015047337,2307.2081059920215012,1637.1716420233783538,324.0291140659148823,221.46397183182062918,81.151086881320608768,268.87404230319515364,11111.614398712104958,14984.04340667319957,26095.657805385304528,-471.1627669284617923,-1933.0264120828317118,-2404.1891790112931631,4810.5768623209605721,6562.1267555495105626,1981.9056979341007718,161.1942619188241963,13515.803577723396302,-29.050196984202774075,29010.894117101535812,140492.49242774624145
36000,959.47993586758343554,352.52912419200583827,0.31135105561015047337,150.5017212973652363,1223.1027000566286915,-316.01704877797783411,-73.960545689722181351,376.37851911486291101,-170.34774816580653578,11065.227905004687273,14288.697068294810379,25353.924973299497651,-546.97231212791052712,-1876.9310372019231181,-2423.9033493298338726,4929.9149939951512351,6416.9695125666576132,1993.0946144662070765,149.15213330650459511,13489.131254334519326,-29.050196984202774075,26076.235607300666743,140492.49242774624145
37000,1010.9220325565099756,-202.95956683118447472,0.31135105561015047337,-318.01776340191833015,168.90808034872466692,-459.76901744035797037,-558.20823166511945601,403.84837212185601629,373.30227940759135663,10919.041156932809827,15054.779305836716958,25973.820462769526785,-545.46929123038762555,-2145.7481195023829059,-2691.2174107327705315,4930.7578005776413193,6595.82751040516996,1938.2335249855973416,145.43973169717082783,13610.258567665579903,-29.050196984202774075,25557.968712278154271,140492.49242774624145
38000,979.8512858269955359,111.6771379158440709,0.31135105561015041786,-346.84826395725781367,380.11194134166652248,301.7677363631270282,93.856637565878230589,66.655479654796579325,-149.09627035886171598,10937.449313750514193,14592.069799251459699,25529.519113001973892,-498.91494113023816226,-1828.4280917404016691,-2327.3430328706394903,4860.9846715312523884,6347.2778999531692534,1916.6803365456773918,139.84943859105513297,13264.792346621154138,-29.050196984202774075,25758.338744504235365,140492.49242774624145
39000,1005.4776823043818013,-896.01318163087228186,0.31135105561015047337,-784.25645139917969573,-803.68615487336376191,-1100.0969386200740701,390.30697924195777659,-147.86879071650008655,-215.94010229495938802,11371.155016737575352,14973.701350396187991,26344.856367133761523,-483.44180216857978394,-1751.9148030972435208,-2235.3566052658234184,4862.1203368594724452,6617.6429598358372459,1986.8553198523079573,139.89300545578237234,13606.51162200339968,-29.050196984202774075,24508.980109305193764,140492.49242774624145
40000,986.82793962985999769,972.78657814114319535,0.31135105561015047337,1675.7287029080434877,537.30787778966191581,705.32315372572566048,-164.72988716209476934,-661.49764251219176003,-11.620185054870583841,11024.420039226528388,14695.967013787121687,25720.387053013648256,-501.69286167889890748,-2157.2753873425608617,-2658.9682490214595418,4886.2752669447090739,6737.2707551331932336,1914.8236090315006095,145.01865713858248341,13683.388288247984747,-29.050196984202774075,27713.567309015012142,140492.49242774624145
41000,990.95373960261133561,754.20209287140164633,0.31135105561015047337,-131.16838967847263575,1167.0911183411672027,1226.6835499515109404,16.846292555706892102,-46.65273195000266071,-507.3344931707321166,11423.941001294060698,14757.408950998364162,26181.349952292424859,-474.11138213564925081,-1723.1366192102914283,-2197.2480013459403381,4978.555351757840981,6454.9394687135518325,2042.6884664294693721,145.00571573913805423,13621.18900264000149,-29.050196984202774075,27726.663954690258834,140492.49242774624145
42000,1013.6041360402131204,167.27556470080193662,0.31135105561015041786,340.86925061908920043,-47.289019258152848124,208.24646274146681435,-468.48369972353566482,-380.52395269791179544,-915.83816908899052578,11324.235184932569609,15094.721531569450235,26418.956716502019844,-493.09795331310471056,-1899.3986389605352088,-2392.4965922736400898,4882.3969457558432623,6690.8019121276838632,1983.4882123295672045,160.04470699311443127,13716.73177720620879,-29.050196984202774075,26761.694127117014432,140492.49242774624145
43000,1002.4772671880841699,-117.18114515806738041,0.31135105561015047337,-545.63037230202382943,-505.42164248744654742,699.50857931526911671,128.04775254944050289,592.01925968434306924,85.838274508613110925,10913.86216106694701,14929.018787402159433,25842.880948469108262,-486.34232731485121803,-1943.7247087154462406,-2430.0670360302974586,4790.0128062798157771,6472.7529239410996524,1936.1920021156292933,144.97146476070008703,13343.929197097244469,-29.050196984202774075,25602.783942452642805,140492.49242774624145
44000,992.03662662132705918,362.98368230550437374,0.31135105561015047337,1214.1068514453031639,-1001.002267107435614,875.84646257864517338,935.2025483730317319,-50.896036878776968138,680.64740105646660595,11639.648353648170087,14773.5354420183412,26413.183795666511287,-493.34128905944032795,-1847.6332269911799813,-2340.9745160506199682,5051.1553958556560247,6784.8597680878901883,1997.5932864691803843,147.0144192860639123,13980.622869698789145,-29.050196984202774075,27156.915180411244364,140492.49242774624145
45000,1009.5636527542551448,-501.8980529122701455,0.31135105561015047337,-313.8108990272036749,-167.17325644763479886,-1024.7100032619737249,-20.016213866672821098,-833.06622687318429143,432.43261945886416697,11294.699691636762509,15034.550141293990237,26329.249832930752746,-532.93192971140899772,-1735.2004597763182119,-2268.1323894877268685,4978.0415365485550865,6512.4086215440902379,1930.1299580911518206,142.25196494069237474,13562.832081124488468,-29.050196984202774075,25300.891391244771512,140492.49242774624145
46000,996.09045536700716639,225.11941242071506508,0.31135105561015041786,-881.95310296768411717,748.0033207912887292,809.30801943854510228,-1078.2784590754495184,-708.62834811051982342,-213.37032420858031401,10903.131352767517456,14833.90557457498835,25737.036927342505805,-476.7512263880458363,-2021.9909227356677093,-2498.7421491237137161,4934.9759102524812988,6354.1994903324175539,1959.5729223858506884,153.12517892048259682,13401.873501891232081,-29.050196984202774075,26198.292847358388826,140492.49242774624145
47000,999.40301548742115756,-278.03430954931548058,0.31135105561015047337,-994.29551716331957323,643.42816754054649664,-483.23557902517524099,266.93836094439308226,57.292941510476431688,313.40069640655605099,11014.726774694223423,14883.236640615792567,25897.963415310015989,-506.62306880438950429,-2039.5916293115813005,-2546.21469811597035,4879.538467733642392,6586.2617265755488916,1951.2844884805472248,143.85679002045486641,13560.941472810194682,-29.050196984202774075,25328.288104468854726,140492.49242774624145
48000,988.68043291681283335,589.03840264773793933,0.31135105561015041786,88.633164554288981662,638.52946141458062357,1039.9525819743423654,637.29955168980791314,-302.62921962729438974,-227.46003177513767923,11143.608344038124415,14723.55457910122459,25867.162923139349004,-507.71966861907981183,-1843.6215728804413629,-2351.3412414995209474,4884.6700676990567445,6469.8677470497796094,2004.1721455524848352,136.23962523632479815,13494.949585537644452,-29.050196984202774075,27074.066616678701394,140492.49242774624145
49000,1008.2522765836311009,1430.1793493848961134,0.31135105561015041786,955.09025247135264181,2500.6980897918479059,834.74970589149052103,-464.29500718543164339,88.273336416516741565,-502.21198544484281001,11014.932816382997771,15015.020960803432899,26029.953777186430671,-473.170419095653358,-1834.1737330552587082,-2307.3441521509116683,4726.5443495611280014,6485.695320788267054,1962.8918230657820914,147.14547511873109897,13322.276968533908075,-29.050196984202774075,28960.303872252454312,140492.49242774624145
50000,1010.0639255500590252,1379.5360332849743372,0.31135105561015047337,772.6418410684140099,1622.7706917923937908,1743.195566994113733,-1012.0028289342027392,719.15706601928059172,-177.155956579503993,11062.921333786527612,15042.0002673086492,26104.92160109517863,-512.14357280066417388,-1798.992184021056346,-2311.1357568217199514,4801.8658103015914094,6438.5279186934812969,1983.1498425137515369,150.51351909942331986,13374.057090608248473,-29.050196984202774075,28931.506636057594733,140492.49242774624145
