SubsetIndex,#FeaturesInSubset,R2_Train_Mean,R2_Train_STD,RMSE_Train_Mean,RMSE_Train_STD,MAE_Train_Mean,MAE_Train_STD,MAPE_Train_Mean,MAPE_Train_STD,R2_Test_Mean,R2_Test_STD,RMSE_Test_Mean,RMSE_Test_STD,MAE_Test_Mean,MAE_Test_STD,MAPE_Test_Mean,MAPE_Test_STD,FeaturesSubsetList,parameters,Use
6518,3,0.84805131,0.014525101,0.39723132,0.013038796,0.292126164,0.010060313,9.052187685,0.217405823,0.783883663,0.033990631,0.472341301,0.025876302,0.352824438,0.017611203,13.10731799,1.85407646,"Temperature[K],getawayHATSIP2_3,getawayHATSc13_3",pureQuadratic_matern32,TRUE
6257,3,0.872329525,0.012801772,0.364073821,0.012403161,0.272050753,0.00973914,8.451397012,0.31164145,0.782839468,0.022772101,0.474275769,0.016603102,0.340465037,0.016200389,14.04424426,1.229761974,"Temperature[K],MolWt,rho_2",constant_matern32,TRUE
6000,3,0.865097384,0.021116102,0.373916807,0.026805853,0.268908985,0.020339674,8.264675653,0.543461253,0.778887634,0.040569449,0.477685557,0.043700056,0.340828785,0.029210231,11.39933097,0.724225605,"Temperature[K],MoRSEV27_3,getawayREn1_7",none_matern32,TRUE
6367,3,0.859972269,0.019453548,0.380897611,0.021213971,0.276191698,0.018355194,8.544410853,0.477291895,0.778134766,0.02657557,0.479129059,0.016171071,0.347640509,0.019065953,13.23639966,2.357251749,"Temperature[K],RDFc17_4,getawayHATSIP2_3",none_matern32,TRUE
6524,3,0.836280884,0.02044484,0.412017689,0.019442718,0.309650108,0.017399041,9.767693786,0.360825648,0.777736867,0.052070433,0.477376949,0.037876401,0.357706589,0.027799797,12.99633671,1.511791507,"Temperature[K],getawayHATSIP2_3,getawayHm7_3",none_matern52,TRUE
6522,3,0.907562786,0.013639108,0.309413751,0.018871324,0.221919335,0.013591524,6.687480875,0.339421831,0.776498424,0.043623104,0.479526961,0.028694363,0.355950388,0.025894737,12.31804232,0.425262647,"Temperature[K],getawayHATSIP2_3,getawayHV3_3",constant_matern32,TRUE
4640,3,0.892736846,0.009251685,0.333832811,0.009980516,0.235757504,0.008908678,7.753831323,0.369412418,0.773451016,0.043714174,0.482992018,0.037172165,0.345192271,0.031039156,14.15757555,1.236199859,"EState_VSA6,Temperature[K],getawayHATSIP2_3",pureQuadratic_exponential,TRUE
6517,3,0.858286957,0.007506237,0.383919018,0.003857485,0.288367276,0.00802715,9.224347213,0.433102915,0.772752225,0.045917545,0.483586195,0.041039368,0.360967573,0.027019244,14.88206868,2.56606783,"Temperature[K],getawayHATSIP2_3,getawayHATSV8_2",constant_squaredexponential,TRUE
5840,3,0.892196013,0.020749398,0.33354989,0.027960881,0.240575865,0.018494055,7.219986053,0.577054529,0.770663953,0.052465169,0.485018177,0.03650663,0.363926066,0.027797691,13.60345491,0.83052044,"Temperature[K],MATSP15_4,getawayHATSIP2_3",none_matern32,TRUE
6467,3,0.825938951,0.020278916,0.424940082,0.018642497,0.31636126,0.017628021,10.55670668,0.58407402,0.770442244,0.041298276,0.486342003,0.028802193,0.358746676,0.021491547,14.55498465,0.929767982,"Temperature[K],fr_Al_COO,getawayHATSIP2_3",constant_rationalquadratic,TRUE
1396,3,0.882163137,0.011267905,0.349814799,0.011570212,0.254739674,0.012142534,7.793562527,0.201645537,0.770071625,0.031852875,0.4876186,0.02737937,0.355217025,0.023853924,14.41943576,1.944337746,"ATSc17_2,Temperature[K],getawayHATSIP2_3",constant_matern32,TRUE
5759,3,0.816728759,0.019329375,0.436148795,0.016243783,0.330588976,0.016007434,11.00730349,0.589347108,0.769115565,0.042311862,0.487687151,0.030045038,0.365816852,0.023106263,14.75733098,0.636054152,"Temperature[K],MATSEA1_2,getawayHATSIP2_3",linear_squaredexponential,TRUE
6092,3,0.887405186,0.015710803,0.341729292,0.021315404,0.244895868,0.016741997,7.795790157,0.400548522,0.767914594,0.030517484,0.489998373,0.025623754,0.356706743,0.012092532,14.7255371,1.870113336,"Temperature[K],MoRSEm7_7,getawayHATSIP2_3",none_rationalquadratic,TRUE
6079,3,0.934644385,0.011477078,0.260213718,0.023162939,0.184228544,0.01806191,5.580168049,0.46178064,0.76745841,0.052546898,0.488442739,0.035858753,0.353925261,0.031430592,13.53458584,0.581932992,"Temperature[K],MoRSEm7_7,MolWt",pureQuadratic_exponential,TRUE
6449,3,0.851852569,0.025264946,0.391380016,0.028478379,0.292607216,0.022162265,9.405400804,0.563246866,0.766207311,0.060699497,0.489047091,0.05171272,0.363970133,0.032650238,13.72892387,1.39888146,"Temperature[K],c_3,getawayHATSIP2_3",none_squaredexponential,TRUE
6526,3,0.966821275,0.001584043,0.185870501,0.007279823,0.125333822,0.006597906,3.781455771,0.306077385,0.766076115,0.007961663,0.492953627,0.012317475,0.362759666,0.002849276,13.97265053,1.092772908,"Temperature[K],getawayHATSIP2_3,getawayRmaxP7_2",none_exponential,TRUE
6523,3,0.84100741,0.019322012,0.406065348,0.018591503,0.301675909,0.01880763,9.574560749,0.363222062,0.764622436,0.0394093,0.492632007,0.022656107,0.365917562,0.028544396,13.14041901,1.259099935,"Temperature[K],getawayHATSIP2_3,getawayHV4_2",none_squaredexponential,TRUE
5977,3,0.827161457,0.025029103,0.423149674,0.025374167,0.315431418,0.018904156,9.968213032,0.560705405,0.763112922,0.069641428,0.491313915,0.054936718,0.361363812,0.03532782,13.76956683,0.614431279,"Temperature[K],MoRSEV27_3,MolWt",none_squaredexponential,TRUE
6295,3,0.863772966,0.015628267,0.375947853,0.016119846,0.276125124,0.015571489,9.056781494,0.522909096,0.762283966,0.039568592,0.495315124,0.033560109,0.362142409,0.024235424,14.69381979,1.705543863,"Temperature[K],PEOE_VSA5,getawayHATSIP2_3",linear_exponential,TRUE
5674,3,0.967437435,0.00572797,0.183468413,0.013371619,0.121704164,0.010172955,3.657138256,0.219941585,0.761289754,0.04336258,0.495991117,0.034308696,0.365752577,0.026556393,13.66679602,1.486003318,"Temperature[K],FPSA3_1,getawayHATSIP2_3",constant_exponential,TRUE
6025,3,0.861873339,0.005480327,0.379098355,0.00179116,0.28133066,0.001016452,9.212231366,0.397822802,0.758844256,0.031575766,0.499308532,0.016254034,0.364468269,0.017538502,14.02682948,0.19828691,"Temperature[K],MoRSEc2_2,getawayHATSIP2_3",none_squaredexponential,TRUE
5917,3,0.862880971,0.006584277,0.377857519,0.014813385,0.277288829,0.009884117,9.173594603,0.362587388,0.756667569,0.04011791,0.501071222,0.029616491,0.374387144,0.016797318,14.27240652,0.338189487,"Temperature[K],MATSm11_1,getawayHATSIP2_3",constant_squaredexponential,TRUE
6516,3,0.979250248,0.002766228,0.146644989,0.007621551,0.096084591,0.006915245,2.943957796,0.18894444,0.75356044,0.032968098,0.504835359,0.02461959,0.367110252,0.023976907,13.6126778,0.927681296,"Temperature[K],getawayHATSIP2_3,getawayHATSIP4_3",constant_exponential,TRUE
6520,3,0.967387394,0.009415394,0.183186619,0.030154728,0.114911604,0.021445856,3.589177346,0.787627907,0.747134327,0.013933415,0.512273526,0.004445725,0.380074493,0.016309316,14.45234181,1.325791436,"Temperature[K],getawayHATSIP2_3,getawayHTc_1",pureQuadratic_rationalquadratic,TRUE
1403,3,0.82933166,0.019344685,0.421074714,0.023716742,0.307892255,0.017476344,9.278165584,0.691040253,0.738502038,0.028013176,0.520548771,0.024780887,0.380718056,0.018314704,13.9184026,0.695578782,"ATSc17_2,Temperature[K],getawayHV3_3",constant_matern52,TRUE
2524,3,0.953738174,0.017355078,0.216814131,0.044486539,0.146579253,0.029460718,4.621223429,1.058508732,0.737682579,0.042753988,0.520240091,0.027769727,0.377904537,0.030104195,14.55956761,0.799887482,"ATSm6_2,Temperature[K],getawayHATSIP2_3",none_exponential,TRUE
6252,3,0.923544394,0.010735068,0.281436701,0.015841183,0.193867247,0.008547363,5.811995822,0.144183747,0.737648994,0.069602824,0.518146068,0.067175674,0.348196823,0.031380801,14.42596535,1.622017151,"Temperature[K],MolWt,getawayREn1_7",pureQuadratic_matern52,TRUE
6602,3,0.908476637,0.009509908,0.308348302,0.014269349,0.216397064,0.008641207,6.780320366,0.47852411,0.733441611,0.034206349,0.525022305,0.018547634,0.375218243,0.015034646,13.53682172,2.603176076,"Temperature[K],getawayHV3_3,getawayREn1_7",linear_matern32,TRUE
6527,3,0.962498087,0.024335782,0.189183167,0.064016349,0.126916069,0.04701234,3.900340741,1.457918386,0.726600214,0.051491292,0.530525275,0.030639603,0.397639547,0.036882597,14.97784126,1.019353659,"Temperature[K],getawayHATSIP2_3,k3_2",pureQuadratic_rationalquadratic,TRUE
1383,3,0.858280016,0.009221551,0.383923567,0.010361793,0.281242923,0.003671919,8.550889898,0.286126879,0.725021948,0.012727518,0.534423169,0.016119903,0.373997428,0.012805309,14.15548496,2.336535902,"ATSc17_2,Temperature[K],MolWt",constant_squaredexponential,TRUE
6247,3,0.93421244,0.007651916,0.261255066,0.011602856,0.172468003,0.006078176,5.202397789,0.139292431,0.711170967,0.081761289,0.543158148,0.076969272,0.362538712,0.039091869,13.9102102,1.42133354,"Temperature[K],MolWt,getawayHTc_1",constant_matern52,TRUE
5831,3,0.816905592,0.019778336,0.435911669,0.016866589,0.303848587,0.018288082,9.135551977,0.644587258,0.702074036,0.025816791,0.555860444,0.021090782,0.413973773,0.010195232,14.86189854,0.865164031,"Temperature[K],MATSP15_4,RDFc14_6",constant_rationalquadratic,TRUE
