step,temp,press,density,pxx,pyy,pzz,pxy,pxz,pyz,pe,ke,etotal,evdwl,ecoul,epair,ebond,eangle,edihed,eimp,emol,etail,enthalpy,vol
23000,233.33832713927637315,-1158.8971721489599531,0.85764189831337289682,-2604.2639892327174493,-405.88528642493167808,-466.54224078922970875,-122.74673936421352494,128.71986284017464186,-184.64229182205767188,-1762.1732116016346481,3474.904004012365931,1712.7307924107312829,-2531.8089116169694535,-2725.7066600135594854,-5257.5155716305298483,1171.1305213098974036,1536.275873367033455,753.29775662033978278,34.638208731624210657,3495.3423600288942907,-80.021138965095715889,850.70896494063561022,51003.205310635174101
24000,231.4320751395242155,-374.01781816312478668,0.85300937119155550992,-1213.0485512730456321,689.18603693332488547,-598.19094014965185124,-87.216271669371849384,-483.88027409607650497,885.1533430115007377,-1796.1105185948272265,3446.5158571193715034,1650.4053385245442769,-2500.8019414167283685,-2795.8494083409232189,-5296.6513497576515874,1143.4191220027284999,1583.3020604927774002,742.4247140791842412,31.394934588134411513,3500.5408311628243609,-79.588907170796090895,1370.6889971125076499,51280.193746965116588
25000,234.8984898904268448,-141.33901049139436168,0.85030181686813011144,-2156.9968950553252398,496.36800649165240884,1236.6118570894902859,80.630238096120152136,-325.69830790915676744,630.19450385775098766,-1536.9948819682010708,3498.1381458584578468,1961.143263890256776,-2508.4367489351457152,-2559.1090488744384857,-5067.5457978095837461,1169.993282925660651,1575.6877443593207317,751.42565858867510542,33.444229967726855079,3530.5509158413833575,-79.336282408413950407,1855.1036131614609985,51443.481543758367479
26000,234.61540207446901718,406.55978901877176668,0.85235413180859065374,167.23344624218756849,488.24703184727633243,564.19888896685233703,-136.87115224624358234,721.00687749830240136,9.0065006534609519662,-1438.223418025782621,3493.9223661482869829,2055.6989481225045893,-2500.2863641669887329,-2436.2257960158649439,-4936.5121601828532221,1158.9463698930655937,1565.7342104969015963,744.62533256692063333,28.982829200182795404,3498.2887421570703737,-79.527770929874620265,2359.9861598909492386,51319.614923275701585
27000,232.14698730873007548,-523.06348904387118637,0.85492735530645969089,95.320008082233144364,-1174.9409525699836649,-489.56952264386285378,-176.29507823607042383,85.502658625007583737,-31.970858787626674768,-1524.2348850260377731,3457.1624199440366283,1932.9275349179988552,-2535.3427007952727763,-2462.8653465926900026,-4998.2080473879632336,1141.8939754009381886,1587.4228662769996845,712.89796904223476304,31.758351641752454952,3473.9731623619254606,-79.767862132876913961,1542.6221510246164144,51165.149355876907066
28000,233.43042096008301201,270.67598613251192319,0.85239815145800734708,-260.65739535537187521,902.83159406127560942,169.8537596916333996,-1413.2314438470143614,-649.57561371799829431,-514.93510972948479321,-1440.9670930295437756,3476.2754768886361489,2035.3083838590923733,-2507.5224336497808508,-2394.9410136112192049,-4902.4634472610005105,1139.3793307119308338,1539.4151349080652835,752.13048139859881758,30.571407212861348768,3461.4963542314562801,-79.53187812483569985,2237.8837243745788328,51316.964669455628609
29000,232.12221002454597851,338.30026796216066032,0.8587504858895491644,43.09779340381885504,1032.3015397386127461,-60.498529255948561456,143.51102161720507411,-24.287212648126107695,-53.61620068187423982,-1590.0114625079352209,3456.7934334810092878,1866.7819709730740669,-2553.2105413129293083,-2436.5583460046118489,-4989.7688873175402478,1089.0291756536366847,1547.061899089056169,732.52416190047938471,31.142188166433161456,3399.757424809605709,-80.124574257450987602,2118.0948208788640841,50937.363694610969105
30000,235.97118703022798059,-740.35616496896363969,0.85069531335531767269,-1128.7048445083307797,-966.23933511460279533,-126.12431528395745772,145.80618694824019599,538.28276597793455949,-926.55335300289050338,-1949.9030002652843905,3514.1128879074253746,1564.2098876421409841,-2504.0052391713620636,-2860.8428447659598532,-5364.8480839373214621,1138.6614551578527426,1517.9338154946099166,724.00626485598741056,34.343548163587783506,3414.9450836720375264,-79.372997075859004212,1009.0142998711704649,51419.685915689922695
31000,235.71535111504243787,-999.71295243762563132,0.84680332282504566788,-1073.5492102325176802,-1017.921514479660118,-907.66813260069886837,-476.52962915293352353,1000.0327410182953827,433.72985389270917267,-1773.7567912408319444,3510.3029469648140548,1736.5461557239821104,-2527.0175739224237077,-2692.3431591414891955,-5219.3607330639124484,1142.2311739754632072,1541.7687832752940267,728.74595470842962186,32.858029863893420952,3445.6039418230807314,-79.009860065311585231,983.41239777143675838,51656.015799216809683
32000,231.59485740905844864,-814.68226257844969496,0.84388394855265813632,351.00073899508112163,-1583.9718459331793383,-1211.0756807972500155,480.56959674493231205,608.88672284885535646,279.26363914592059245,-1981.8047001111724512,3448.9400313522187389,1467.1353312410462877,-2497.0426698354563086,-2933.0243818874537283,-5430.0670517229091274,1172.5556017244980467,1515.4654130495828213,730.09118460799481909,30.150152229661852488,3448.2623516117373583,-78.737471723742388008,851.27123859067194189,51834.717199802660616
33000,233.36562013357757905,-1204.4650354364030136,0.85134343929230082981,-1300.0474307382567076,414.03581167369719651,-2727.383487244650496,-45.904328455584618496,-143.02847247990320056,-94.762572480354151594,-1577.0875570768162106,3475.3104547499769978,1898.2228976731607872,-2532.2324414167678697,-2563.1184654946114279,-5095.3509069113788428,1153.2298851869002192,1573.8201292826261124,758.46040005519364513,32.752935309842733602,3518.2633498345626322,-79.433469606144910813,995.67812985937234771,51380.540218929527327
34000,237.98413971058215566,88.204632150764084031,0.85705286383127621264,-283.38566811069665619,514.39028946855921731,33.609275094429072794,-16.806264523011719803,49.844025939466476416,477.63923684753928001,-1846.6000245955717673,3544.0900348879772537,1697.4900102924054863,-2528.2914567652178448,-2775.2332581039272554,-5303.5247148691451002,1162.5206520237422865,1548.2605625959213285,715.73554867884513442,30.407926975064903274,3456.9246902735735603,-79.966179884575282699,1763.1443037196454497,51038.258745368621021
35000,234.6979690234428233,434.87550532127823999,0.84839975640951581504,1137.0719342687127664,-315.02363210912534441,482.57821380424752533,-316.12549251866278155,1400.7441797387987208,-605.65000140032668696,-1671.8371048648339183,3495.1519636392163193,1823.314858774382401,-2525.1684250779007925,-2549.2032696098658562,-5074.3716946877666487,1121.3004469202585369,1522.4599973498779946,727.87612227795830222,30.898023274837616015,3402.534589822932503,-79.15881318194763594,2150.3118528207892268,51558.814688727587054
36000,232.91225864823888969,729.14801181154211918,0.8588469988949858358,1273.5192650722651706,-558.85687393875264206,1472.7816443011147385,-302.57076957659393202,477.39437563802226805,-778.32109858186311158,-2066.7149509727246368,3468.5589379289617682,1401.8439869562371314,-2547.2385738528846559,-3026.2389232279119824,-5573.4774970807966383,1154.5794200273448951,1567.9656757729055698,753.84097993564546414,30.376470372176314072,3506.7625461080724563,-80.133579275320542479,1943.444718948431273,50931.639603980729589
37000,232.29817220129771727,163.22183708677300729,0.85924389105725529348,-89.061626572073635089,984.58108564360543369,-405.85394781121283359,-164.68547116546017151,-1032.7351766007100196,-38.134890362531471908,-1712.6016359872817247,3459.4138845661173036,1746.8122485788355789,-2557.1030578415629861,-2618.7063129609650787,-5175.8093708025280648,1141.7517245184048988,1558.1871319037420562,733.91006384240188254,29.358814550698063783,3463.2077348152465675,-80.170610771721982246,1867.9950973243658154,50908.113840480124054
38000,234.74564513875205307,217.51335653819933214,0.85652113248359473818,524.56611368088590552,587.2119249184106593,-459.23796898469703365,-304.64516561668256145,-274.37559432214061417,-96.607163850654472981,-1784.1913092202980806,3495.8619624037355607,1711.67065318343748,-2552.5046154825213307,-2717.2392368043774695,-5269.7438522868997097,1164.4868607938576588,1551.3301431931563457,735.93166965614898345,33.803869423437880926,3485.5525430666007196,-79.916567396952430613,1873.6751974604139832,51069.943476867651043
39000,234.73384941383358182,519.37567263700293552,0.8543736445768208565,321.34315181464137368,-226.01100798498771383,1462.7948740813558288,478.8173848930192662,483.7483204261056926,344.11030047223061956,-2289.6368804314911358,3495.6862989700766775,1206.0494185385855417,-2536.6476336313198772,-3292.2899224002826486,-5828.9375560316029805,1171.5261673406882892,1567.2658913151835804,767.56109326737669107,32.947523676862815023,3539.3006756001113899,-79.716198888193972039,1593.854155664164864,51198.308960414986359
40000,234.85774296321051224,-879.31660334825949121,0.85726945960526446111,554.64882603060414112,-1111.612054939188738,-2080.9865811361946726,700.82944887210840079,-230.40360096439906101,-515.04165103770344558,-1623.7527435082429292,3497.5313374430929798,1873.7785939348500506,-2552.1602149702625866,-2546.5562502741631761,-5098.7164652444253079,1135.550079588477729,1571.5607909869363539,736.53820454495394188,31.314646615814950792,3474.9637217361828334,-79.986389065777430574,1219.4328671589655642,51025.363533679803368
41000,232.69562989234401584,211.54067511421447989,0.86068876785485781689,-10.095233242330573731,535.375307703799308,109.34195088117343175,-152.18783097926581149,-639.34658671371232685,619.43016753352048909,-1652.6900323749750896,3465.3328749822003374,1812.6428426072252478,-2580.2993385787253828,-2525.6614244141601375,-5105.9607629928859751,1140.2883380517446312,1536.1163762337350818,742.86259298936533924,34.00342334306598957,3453.2707306179108855,-80.305423083522228467,1969.4359978551685799,50822.652108847287309
42000,231.57406257969412877,-620.25040102490993377,0.85028636418172143241,-673.26956890556186863,-400.33703557401520357,-787.1445985951519333,176.81055392077902866,-358.52157115622054562,258.44079930205720075,-2011.0571867483818096,3448.6303521121781159,1437.5731653637963063,-2523.3181553941735729,-2977.6019478991011056,-5500.9201032932751332,1143.753541962944837,1574.5368182063944005,737.55992699036539761,34.01262938518797796,3489.8629165448928688,-79.334840616019107529,972.22159007896584626,51444.416452303943515
43000,233.28387181501273062,701.03020098237163893,0.854515583461366246,726.33975178444529774,1027.7053694766598255,349.0454816860087135,2140.1868586346254233,543.90431964473987136,706.74424944364068324,-1830.4868721203254154,3474.0930484070718194,1643.606176286746404,-2536.4247218260388763,-2814.0316672144531367,-5350.4563890404915583,1147.2511297401310912,1598.6083819103921542,741.86435056544928557,32.245654704193967177,3519.969516920166825,-79.729442307419532199,2166.9608297475106156,51189.804690855598892
44000,232.68775159088676219,436.15380085910038588,0.85184832220745587694,-257.66113663152947311,315.54506565482819269,1250.5774735540021538,457.09719355983963851,665.43991209610351234,365.03155928731018776,-2102.8221980980388253,3465.2155503162775858,1362.3933522182387605,-2549.891239906523424,-3006.9861489849281497,-5556.877388891451119,1127.179568954789147,1545.5394933650343319,746.1073800902995572,35.2287483832889734,3454.055190793411839,-79.480577036407083824,1689.0238541360452018,51350.087430267871241
45000,231.81606588875752095,-24.304281214815286916,0.84771566012137400392,687.58589904361178924,-539.03267787864456295,-221.46606480941233031,522.40161780732557872,-81.666128503275061234,371.44668813896998927,-1944.6562158665062725,3452.2342961275421658,1507.5780802610358933,-2523.1888945632699688,-2879.7145366279942209,-5402.9034311912646444,1134.7796062949732914,1543.8789091967169043,743.09394172876886842,36.494758104299521051,3458.2472153247581446,-79.094984485790703843,1489.2881552599849329,51600.4220287931239
46000,237.94693944728962265,947.69421987519638151,0.85799658005422507756,-90.554792076484147856,1155.8567326859906643,1777.7807190160842765,-1027.4627834521397745,1118.8803676012989854,781.84472589669508125,-1527.2364327004895586,3543.536043842226718,2016.2996111417371594,-2553.663936454900977,-2466.8457568100875505,-5020.5096932649885275,1130.8075320405600905,1608.1913604400410804,726.47920658636792268,27.795161497529345951,3493.2732605644982868,-80.054232074153148346,2720.9310626221740677,50982.121420478557411
47000,230.74516983493609246,-6.1429720827163123431,0.84728319922877692871,-136.55816375074539337,214.84440681723847888,-96.715159314642633603,528.57830296802455905,312.04423055454213909,678.35884034759328642,-1610.3322551971477878,3436.2863760797399664,1825.9541208825921785,-2508.511304611662581,-2511.2240981628992813,-5019.7354027745623171,1123.0542566777589855,1551.75556407916838,705.53918885490975299,29.054137965577425007,3409.4031475774145292,-79.054634296216775624,1821.3289338869406038,51626.759343860001536
48000,236.80530202402141526,200.95255594170856739,0.85976358763027094234,-878.21653210217357355,1088.3705153330929534,392.70368459420683394,144.54560077449028199,-363.76345661207909643,299.40840765778347077,-1678.6534450622693839,3526.5346343357759906,1847.8811892735066067,-2524.2314735023210233,-2650.0783568995811947,-5174.3098304019013085,1139.2929727041773731,1563.8413854397513205,759.33961019538628534,33.182417000316888789,3495.6563853396319246,-80.219100370668527944,1996.9867483364953387,50877.341692552217864
49000,233.19916231299581,594.31602834410011837,0.85220314096644067536,1410.9123886529596348,80.255851184680054189,291.77984519466173197,192.05886725304509355,-149.22997494516704364,1085.3971570333728778,-2095.5359595909649215,3472.8315437440987807,1377.2955841531338592,-2526.0173949941513456,-3005.2836192603081145,-5531.3010142544599148,1118.237713835761042,1567.0215308708473003,719.27885833539926352,31.226951621487046395,3435.7650546634945385,-79.513682929759525564,1822.1866266230108522,51328.707581473710889
50000,235.89892772147473465,138.89773308308491551,0.85015018888862736723,367.97054854451926076,651.73781060135524967,-603.01515989661925232,383.45206068859033621,-347.91145484887579187,405.79668334373650396,-1774.0344036024762318,3513.0367931038317693,1739.0023895013555375,-2538.6766357086344215,-2711.5885243067491501,-5250.2651600153831168,1151.7967050143024608,1557.8166251053125961,734.11817982809179739,32.499246465200563705,3476.2307564129073398,-79.32213496104385797,1843.2290568149239789,51452.656712178031739
