ATSc11_3,ATSc17_2,ATSm6_2,BertzCT,EState_VSA6,Temperature[K],FPSA3_1,Ipc,MATSEA1_2,MATSP11_6,MATSP15_4,MATSc25_1,MATSm11_1,MATSm16_6,MoRSEV27_3,MoRSEc2_2,MoRSEm20_1,MoRSEm7_7,MoRSEu23_7,MoRSEu29_1,MoRSEu4_7,MoRSEu5_1,MolWt,PBFscore_1,PEOE_VSA5,PNSA3_1,RDFc14_6,RDFc17_4,RDFc5_1,VSA_EState8,WHIM_P3c_2,c_3,fr_Al_COO,fr_bicyclic,getawayHATSEn6_2,getawayHATSIP2_3,getawayHATSIP4_3,getawayHATSV8_2,getawayHATSc13_3,getawayHATSm8_1,getawayHTc_1,getawayHV1_2,getawayHV3_3,getawayHV4_2,getawayHm7_3,getawayREn1_7,getawayRmaxP7_2,k3_2,k_1,rho_1,rho_2
0.0,0.0,0.137937909,45.05865003,0.0,310.02,0.034928374,34.39946188,0.0,0.0,0.0,0.0,0.088594821,0.0,0.061616421,0.002977717,0.112181219,-0.409588902,0.744811212,-0.325114532,-0.147951612,-1.044501677,82.146,0.49514658,0.0,-28.60684738,1.02e-181,0.0,0.176458825,0.0,0.014506469,0.425105723,0,0,0.0,0.918047145,1.414298629,0.0,0.0,0.0,0.012812361,0.076854735,0.272526802,0.054119467,0.0,2.076585689,0.0,0.006491431,0.162036103,0.776463792,0.006574533
0.0,0.0,0.138809818,45.05865003,0.0,312.8889474,0.034931765,34.39946188,0.0,0.0,0.0,0.0,0.089794364,0.0,0.068489293,0.002994045,0.112411066,-0.41397013,0.75155472,-0.323646722,-0.264055969,-1.045934928,82.146,0.493220135,0.0,-28.60572914,1.1999999999999999e-181,0.0,0.176270992,0.0,0.0146075,0.425428191,0,0,0.0,0.917331591,1.422960264,0.0,0.0,0.0,0.012756278,0.076755709,0.26965096,0.05399254,0.0,2.074554131,0.0,0.006472926,0.162025712,0.768564206,0.005911402
0.0,0.0,0.137359291,45.05865003,0.0,315.7578947,0.034931465,34.39946188,0.0,0.0,0.0,0.0,0.089832445,0.0,0.085894016,0.003009369,0.112247223,-0.396930351,0.778835161,-0.322085944,-0.247313198,-1.044579417,82.146,0.493577908,0.0,-28.60620181,1.33e-181,0.0,0.175856979,0.0,0.014593825,0.414396503,0,0,0.0,0.917639351,1.412781313,0.0,0.0,0.0,0.012913529,0.076756044,0.271851797,0.054040453,0.0,2.079693699,0.0,0.006498346,0.161982023,0.769365008,0.005788004
0.0,0.0,0.138755075,45.05865003,0.0,318.6268421,0.034930425,34.39946188,0.0,0.0,0.0,0.0,0.088937548,0.0,0.089230752,0.003025058,0.112474929,-0.42444878,0.723103506,-0.321679349,-0.12314488,-1.046097237,82.146,0.495814515,0.0,-28.60279861,1.08e-181,0.0,0.175619143,0.0,0.014583516,0.426666138,0,0,0.0,0.921307177,1.412264706,0.0,0.0,0.0,0.012783609,0.076690176,0.271598826,0.053976873,0.0,2.098856179,0.0,0.006466297,0.162064265,0.766768059,0.006761998
0.0,0.0,0.138151136,45.05865003,0.0,321.4957895,0.03493165,34.39946188,0.0,0.0,0.0,0.0,0.090384615,0.0,0.092125089,0.003035955,0.112485457,-0.4305129,0.722426067,-0.321051265,-0.199371107,-1.044568622,82.146,0.496594068,0.0,-28.60354528,9.79e-182,0.0,0.175112681,0.0,0.014717711,0.42885637,0,0,0.0,0.913436089,1.405536105,0.0,0.0,0.0,0.012725708,0.076831183,0.271445384,0.054092479,0.0,2.079429918,0.0,0.006509628,0.162047396,0.767162163,0.005962193
0.0,0.0,0.139057242,45.05865003,0.0,324.3647368,0.034928374,34.39946188,0.0,0.0,0.0,0.0,0.091431835,0.0,0.084529867,0.003046771,0.112327954,-0.408078235,0.767709835,-0.318165818,-0.315794224,-1.049694602,82.146,0.49368164,0.0,-28.60667542,1.5999999999999998e-181,0.0,0.174862456,0.0,0.01477729,0.41955052,0,0,0.0,0.916449625,1.412081245,0.0,0.0,0.0,0.012872372,0.07651749,0.26636712,0.053900403,0.0,2.074803693,0.0,0.006477099,0.162201367,0.761988522,0.005693071
0.0,0.0,0.139759481,45.05865003,0.0,327.2336842,0.034920121,34.39946188,0.0,0.0,0.0,0.0,0.090194212,0.0,0.034071989,0.003059331,0.111764682,-0.404370512,0.740769689,-0.317622389,-0.214135257,-1.042847613,82.146,0.494180297,0.0,-28.61036916,1.09e-181,0.0,0.174466679,0.0,0.014751149,0.428074593,0,0,0.0,0.918206208,1.413045424,0.0,0.0,0.0,0.012739854,0.076769112,0.269200815,0.054106774,0.0,2.081725565,0.0,0.006505501,0.161997383,0.759402482,0.006669041
0.0,0.0,0.138946218,45.05865003,0.0,330.1026316,0.034925964,34.39946188,0.0,0.0,0.0,0.0,0.091869764,0.0,0.045485816,0.003065586,0.112636361,-0.426518606,0.908078684,-0.314901285,-0.266655237,-1.052751319,82.146,0.492282005,0.0,-28.60564043,9.96e-182,0.0,0.174367925,0.0,0.014778265,0.428737596,0,0,0.0,0.91899551,1.417370695,0.0,0.0,0.0,0.012770899,0.076677344,0.271821328,0.053954265,0.0,2.089004852,0.0,0.006478199,0.162324669,0.751441245,0.005491606
0.0,0.0,0.139246374,45.05865003,0.0,332.9715789,0.034926887,34.39946188,0.0,0.0,0.0,0.0,0.095030465,0.0,0.084453401,0.003096034,0.111735749,-0.407631861,1.042445229,-0.312648484,-0.356421447,-1.05170398,82.146,0.491025656,0.0,-28.60839736,3.05e-181,0.0,0.174016527,0.0,0.014854404,0.433036857,0,0,0.0,0.887506403,1.414570369,0.0,0.0,0.0,0.012804964,0.076368849,0.149538149,0.053568043,0.0,2.094328185,0.0,0.00650468,0.162408395,0.756725522,0.006789851
0.0,0.0,0.139758839,45.05865003,0.0,335.8405263,0.034929872,34.39946188,0.0,0.0,0.0,0.0,0.095963442,0.0,-0.001077486,0.003095848,0.111715602,-0.394272761,0.76772651,-0.312431511,-0.294034886,-1.052258018,82.146,0.488804995,0.0,-28.60882883,3.55e-181,0.0,0.174299275,0.0,0.014878167,0.427444581,0,0,0.0,0.919432442,1.411789043,0.0,0.0,0.0,0.012750955,0.077031373,0.27146473,0.054063608,0.0,2.083291422,0.0,0.006497191,0.162382985,0.751327385,0.006471323
