log10(VaporPressure)[Pa]
3.981754638
4.049323059
4.114771378
4.178600357
4.240672211
4.300867585
4.35964115
4.416679873
4.472411224
4.526707036
4.57945462
4.631045062
4.681356012
4.730279102
4.778173575
4.824774727
4.870422732
4.915004638
4.958419376
5.000981281
4.300105601
4.344271845
4.387787685
4.430306247
4.472036992
4.513175063
4.553391329
4.593049852
4.631832611
4.669928638
4.707514549
4.744287976
4.780427122
4.816098752
4.851015052
4.88548978
4.919244267
4.952440652
4.985231051
5.017349726
2.407234628
2.565135039
2.714995847
2.858091165
2.994222387
3.124501355
3.248706898
3.367817371
3.481868722
3.590917394
3.695782096
3.796220412
3.892965347
3.985995222
4.075307303
4.161529199
4.244422771
4.324557572
4.401700494
4.476370781
4.104636979
4.170749009
4.234976606
4.297707491
4.358842302
4.418441187
4.476418166
4.533117377
4.588443792
4.642446672
4.695043011
4.74654044
4.796848573
4.846008138
4.893939548
4.940919541
4.986862436
5.0318022
5.075662865
5.118694781
2.126340952
2.34917906
2.560358031
2.761390262
2.952397511
3.134674881
3.3082685
3.474298272
3.632755505
3.784617138
3.929834788
4.069267443
4.202838119
4.331307528
4.454578275
4.573328434
4.6874463
4.797539874
4.903487694
5.00583789
2.880462901
3.042288361
3.196289741
3.343021075
3.48323255
3.616876225
3.744628337
3.866870069
3.983950418
4.096189516
4.204072348
4.307480665
4.406862932
4.502449783
4.594454563
4.683074926
4.768645912
4.851029208
4.930540576
5.00732762
4.271999141
4.316235985
4.359646912
4.402071292
4.443901643
4.484972252
4.525303632
4.564915563
4.603659434
4.641891966
4.679460237
4.71638141
4.752515617
4.788194399
4.823274085
4.857769638
4.891695529
4.924921847
4.957752273
4.990053621
3.098791315
3.206884479
3.31154307
3.412461564
3.510061485
3.604721977
3.696150738
3.784714416
3.870743974
3.953961236
4.034687899
4.113034127
4.189279646
4.263165335
4.334964667
4.404926346
4.472805193
4.538845247
4.603269087
4.665844925
3.963858791
4.03116914
4.096792549
4.160972753
4.223402717
4.284324794
4.343792963
4.401858657
4.458731511
4.51413342
4.568273434
4.621194181
4.673082993
4.723682388
4.773179523
4.821610029
4.869008015
4.915537691
4.960964555
5.005452975
2.127884036
2.368193029
2.593293956
2.804296096
3.003029501
3.190275897
3.36700325
3.534073745
3.69203974
3.842039228
3.984462985
4.119870793
4.248590419
4.371444963
4.488663795
4.60062601
4.707677449
4.809992253
4.908149938
5.002267977
2.455868006
2.572519135
2.686712027
2.798039061
2.906842434
3.013206996
3.117439885
3.219161612
3.318677481
3.416058477
3.511579821
3.60488779
3.696256509
3.785745813
3.873603808
3.959500336
4.04368293
4.126202382
4.207283566
4.286617861
2.125103206
2.364505907
2.589278373
2.800152568
2.998914256
3.186071661
3.3630898
3.530317829
3.688974771
3.839295283
3.982306536
4.118159934
4.247730755
4.371109403
4.489049257
4.601595774
4.709403305
4.812484075
4.911411089
5.006171983
4.418542458
4.453129921
4.487416725
4.52110957
4.554369016
4.587347724
4.61976326
4.651769731
4.683513798
4.714723308
4.745546299
4.775989909
4.806193339
4.835897298
4.865242286
4.894362283
4.923007062
4.951311842
4.979405673
5.007046929
2.128706892
2.358400037
2.575062227
2.780269251
2.974433716
3.158871351
3.333868804
3.500537897
3.659265794
3.810422523
3.954888936
4.092762689
4.224806834
4.351228888
4.472232509
4.588442372
4.699864921
4.807051832
4.909987819
5.009163281
2.123584853
2.356875105
2.576300975
2.783546398
2.979140029
3.164470832
3.339914319
3.50663139
3.665071279
3.815658651
3.959300005
4.096143077
4.226966454
4.352011557
4.471512245
4.586098667
4.695809049
4.801196127
4.902271879
4.999524588
3.541589922
3.649326707
3.752119866
3.850708474
3.945149667
4.035512656
4.122414756
4.205877918
4.28593634
4.363113157
4.437406906
4.508976177
4.577825201
4.644381622
4.708624479
4.770543675
4.830511441
4.888497907
4.94448323
4.998794399
2.968613488
3.120062431
3.26476624
3.402661214
3.534457112
3.66054982
3.781522606
3.897256861
4.008288401
4.114898151
4.217532844
4.316049018
4.410863111
4.502179952
4.590351053
4.675224155
4.757130907
4.836224151
4.912786834
4.986666526
3.73112152
3.785055664
3.837678779
3.889480731
3.940043842
3.989837587
4.038459331
4.086359424
4.133351008
4.179261948
4.224516036
4.268744984
4.312356189
4.355177615
4.397050103
4.438358193
4.478763839
4.518637422
4.557651977
4.596164501
3.375963566
3.43385252
3.490380892
3.54607215
3.600708948
3.654091032
3.70671106
3.758140706
3.808853604
3.858649626
3.907343601
3.955382636
4.002576039
4.048746952
4.094318154
4.138915534
4.182946761
4.226235523
4.268617713
4.310479812
3.806487447
3.888174146
3.967341908
4.044105475
4.118572727
4.190845184
4.261018468
4.329182727
4.395423019
4.459819667
4.522293382
4.583230549
4.642539589
4.700284892
4.756527497
4.811325308
4.864733291
4.916803659
4.967586042
5.017127644
3.955020146
4.02500082
4.093054422
4.159073408
4.223509168
4.286240869
4.347335227
4.406855519
4.464698641
4.521252035
4.576402526
4.630201676
4.682550792
4.733795625
4.78382929
4.832694224
4.880430905
4.926946577
4.972543846
5.017123519
4.298417794
4.375766362
4.450753053
4.523185757
4.59333677
4.661312234
4.727347561
4.791260851
4.853280203
4.913488572
4.972084707
5.028897818
5.08412163
5.137821912
5.190168651
5.241002228
5.290489161
5.338682261
5.385728565
5.431479251
3.806346899
3.888183894
3.967475507
4.044338674
4.118883276
4.191212661
4.261424128
4.329609359
4.395854818
4.460242121
4.523008725
4.583902459
4.643157172
4.700838156
4.757007287
4.811723234
4.865041671
4.917015464
4.967694847
5.01712758
2.127202899
2.368950476
2.595480524
2.807657102
3.007299183
3.195016756
3.372288994
3.539545665
3.697809824
3.847975428
3.990291747
4.125697215
4.254360268
4.376925788
4.493963961
4.605559801
4.712352152
4.814387759
4.912223142
5.005876446
2.125776285
2.359105421
2.578553249
2.785789534
2.981363856
3.166651685
3.342046675
3.508697017
3.667061318
3.817572007
3.961124076
4.097878626
4.228603512
4.353546931
4.472948445
4.587428551
4.69703584
4.80231405
4.903284619
5.000427437
2.125232753
2.352629596
2.567748787
2.771558532
2.965117586
3.148819312
3.323569455
3.490006754
3.648710588
3.800207721
3.945120688
4.083596546
4.216185377
4.343254781
4.465142374
4.582158791
4.694701324
4.80280803
4.90683873
5.007019679
2.125638255
2.359575807
2.580034844
2.787600672
2.983888171
3.169302907
3.34518695
3.511816328
3.67011147
3.820881438
3.964270684
4.101169753
4.231663604
4.356356366
4.475784552
4.589971521
4.69954497
4.80450007
4.905390097
5.002189303
2.129398677
2.343173125
2.547323802
2.742486272
2.929241338
3.10812082
3.279612607
3.444165107
3.602191157
3.754071482
3.899961184
4.040586054
4.176043262
4.306612522
4.432553715
4.55410862
4.671502466
4.784945317
4.894633334
5.000749904
4.29664048
4.373655888
4.448237689
4.520339214
4.590392383
4.658332046
4.72425243
4.78824224
4.850247117
4.910625678
4.969310323
5.02637135
5.081751913
5.135764807
5.188342837
5.239542432
5.289417096
5.337909537
5.385286806
5.431483836
4.29937141
4.376822198
4.451733847
4.524229209
4.594423334
4.662424084
4.728332682
4.792244218
4.854248106
4.914428499
4.972864674
5.029631377
5.084799143
5.13843459
5.190600684
5.24135699
5.290759895
5.338862819
5.385716407
5.431368706
3.802927193
3.884378565
3.963376326
4.040029697
4.114441514
4.186873934
4.257083193
4.325325679
4.391682892
4.456231893
4.519045597
4.580193052
4.639739692
4.697747566
4.754275561
4.80950583
4.863235915
4.915645813
4.96678359
5.016695008
3.805617644
3.887206405
3.966477647
4.043169286
4.117578727
4.189975388
4.260110912
4.328248584
4.394627658
4.459013197
4.521639888
4.58257883
4.642036364
4.699794608
4.756056827
4.811008958
4.86444515
4.916549068
4.967489149
5.017070877
4.299268371
4.376518985
4.451408413
4.523765837
4.593985568
4.661900419
4.727873989
4.791743203
4.853725631
4.914019032
4.972467042
5.029370654
5.084578166
5.138267016
5.190599254
5.241430244
5.291013412
5.339208804
5.386253968
5.432013557
2.127220641
2.366485122
2.591085221
2.801768
3.000315601
3.187248478
3.364027235
3.531011188
3.689414585
3.839480704
3.982231835
4.117826829
4.247136128
4.370256663
4.487937112
4.600228723
4.707781331
4.810612354
4.909290485
5.003808058
1.3931908
1.501130129
1.606347402
1.708944306
1.809393334
1.907025778
2.002314416
2.095342646
2.186189957
2.274932153
2.361967469
2.446705815
2.52954664
2.610552976
2.689785091
2.767300643
2.843440135
2.91767976
2.990361671
3.061534384
1.561097939
1.665687898
1.767562093
1.866824945
1.963938786
2.058262377
2.150257799
2.240010199
2.327600624
2.413106261
2.496914388
2.578460448
2.658132573
2.735994625
2.812107596
2.886529767
2.959590565
3.030789964
3.100458781
3.168645846
0.344694174
0.552936784
0.752101097
0.943651842
1.127590718
1.304362606
1.473985047
1.637639385
1.795268948
1.947200418
2.093397792
2.234834086
2.371420423
2.503402062
2.630712017
2.754165882
2.873657965
2.989375964
3.101235568
3.209930597
2.124487539
2.37622798
2.610471123
2.828392275
3.031913883
3.222674701
3.401354972
3.569520926
3.727645486
3.876803672
4.017928242
4.15128884
4.277680337
4.397798141
4.51178768
4.620401188
4.723728545
4.822280492
4.916508878
5.00644654
2.12456826
2.374975824
2.608203037
2.8253977
