CanonicalSmiles,IsomericSmiles_x,inchi,Table,URL,SearchQuery,SMILES
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","<table aria-label=""Antoine Equation Parameters"" class=""data""><tr>
<th scope=""col"">Temperature (K)</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">Reference</th>
<th scope=""col"">Comment</th>
</tr>
<tr class=""exp""><td class=""right-nowrap"">273.19 to 332.4</td><td class=""right-nowrap"">3.68822</td><td class=""right-nowrap"">1008.139</td><td class=""right-nowrap"">-58.987</td><td style=""text-align: left;""><a href=""#ref-6"">Cummings and McLaughlin, 1955</a></td><td style=""text-align: left;"">Coefficents calculated by NIST from author's data.</td></tr>
</table>",https://webbook.nist.gov/cgi/cbook.cgi?ID=C592427&Units=SI&Mask=4,C6H*O0F0,C=CCCC=C
