step,temp,press,density,pxx,pyy,pzz,pxy,pxz,pyz,pe,ke,etotal,evdwl,ecoul,epair,ebond,eangle,edihed,eimp,emol,etail,enthalpy,vol
10000,235.79820446892719588,128.52518846467773983,0.64487462161675634942,1450.3447489099958148,-633.74704247165789184,-431.02214104430220232,-58.020016611197192447,132.46868604581473505,-663.99189728072121852,-449.19373266841512304,3511.5368096340534976,3062.3430769656383745,-1876.2746964288041909,-1991.745032929597528,-3868.0197293584019462,1056.3728258868090961,1549.1594368793944341,780.33402136511199387,32.959712558671057536,3418.8259966899863684,-60.169170621142612276,3189.4860353487301836,67830.992810685682343
11000,231.30292783644028987,9.9566554731650604992,0.680051613999255955,-56.368249359682849331,-252.1427672584262325,338.38098303760426688,1484.6170383378150746,-205.87549914220653591,-805.60748231314994428,-811.58351835823179954,3444.5925790788724044,2633.0090607206407185,-1964.8376667047684805,-2207.3648842384204727,-4172.2025509431887258,1016.496518766315603,1523.3687838972482496,789.46823269143203561,31.285497229960789412,3360.6190325849565852,-63.451313204602989515,2642.3491483985544619,64322.302781458747631
12000,233.30909231211680321,-180.24275229071321291,0.70230983165519944578,914.22573556786062454,-349.87209255310762046,-1105.0818998868928702,-439.08030144114934501,345.86536679022702856,-119.71709021288658903,-1379.2581637884402426,3474.4686352531962257,2095.2104714647557557,-2024.935872345794678,-2707.8733631382833664,-4732.8092354840782718,1000.6523155930939311,1519.0408991728049841,805.0901633363421297,28.767693593396931107,3353.5510716956382566,-65.52808665942643529,1931.4879549574188786,62283.744084270947496
13000,233.89000620657537866,-510.26989244579959859,0.72191473327793587167,-340.41338542665613431,-1526.5236842677461482,336.12739235700354357,411.91006695608911059,-945.95589981364344112,340.99730858015112744,-931.45540234630334453,3483.1196787512308219,2551.6642764049274774,-2102.4003689539181323,-2269.1837369511558791,-4371.5841059050744661,1024.4158487432894162,1577.0276608065230448,807.4061189819046831,31.279075027053387714,3440.1287035587702121,-67.357295983545526497,2100.7506203903267306,60592.316247740403924
14000,233.04081708065768908,-469.35132512309917274,0.73461555109572329592,-549.78669064842267744,228.06299298444415058,-1086.3302777053177124,577.68301062752868802,482.57528849410397243,1091.054574998774342,-1247.3813867275512166,3470.4734464327234491,2223.0920597051722325,-2122.3806942879291455,-2489.5048407812928417,-4611.8855350692219872,1028.7060734258488992,1503.6867004238338268,799.84101287088662957,32.270361621101599781,3364.5041483416707706,-68.542328932106272532,1815.5079164404523908,59544.731604762928328
15000,233.89967833497561855,-711.38370603721239149,0.75275802694322746511,-987.38930438047884763,-1032.5170160054394728,-114.24479772571832825,-8.5705864720923834454,-580.57211645961149316,-566.49797554407768985,-1260.972526558128493,3483.263717315822305,2222.2911907576935846,-2168.4559408254622213,-2491.0789235200868461,-4659.5348643455481579,1038.2979524486211176,1560.7537613658241753,768.02474628496770492,31.485877688007391839,3398.562337787420347,-70.235088560360296128,1619.4153681752206921,58109.6238857893768
16000,235.28909418321978819,222.51673503579985436,0.76571498297082873918,-1019.7032809585791711,127.83132173229792272,1559.4221643336813941,87.979655562994906859,980.74942410496521461,-624.54180622607816531,-1142.9553660282019791,3503.9550745973033372,2360.9997085691011307,-2207.6955467545672036,-2341.146254379952552,-4548.8418011345202103,1051.1798521981784234,1536.2753308935898531,786.37452830156075834,32.056723712988514308,3405.8864351063175491,-71.444020144612807144,2546.3848330649375384,57126.328719554781856
17000,229.58267696392195489,656.4851825984393372,0.7760621318001270641,-151.27513746753575674,1172.8652634497384497,947.86542181311460809,762.87921490360656662,475.53012252373855517,-747.5647550784140094,-1359.8714040354964254,3418.9743845966104345,2059.1029805611142365,-2223.2466220784103825,-2500.8605614978782796,-4724.1071835762895716,1037.4726613411330618,1502.502965339390812,792.51173204879398781,31.74842081147435735,3364.2357795407920094,-72.409447132251955281,2598.747517513494131,56364.669825103163021
18000,235.70844732882193284,151.54095167540907596,0.79734168034108388046,-230.67433353250493155,-595.34181946351100123,1280.6390080222424785,-209.15539476382130601,-731.86812730310589359,-19.528799816622974816,-1579.6377981652199196,3510.2001349035695057,1930.5623367383495861,-2276.8828675277050024,-2626.9549217489347939,-4903.8377892766393416,1009.7015931208846951,1534.9446584136580896,748.17614952403687312,31.377590052839671841,3324.1999911114194219,-74.394907164299297619,2051.8076311337463267,54860.402887715405086
19000,236.92489900431678507,170.19061686600878147,0.79673952244572854298,28.989018052314360574,-151.84272746025129663,633.42556000596448484,-69.42573342799263969,687.18785431201990832,-346.11448298918020328,-1450.9148556541401831,3528.3156877563228591,2077.4008321021829033,-2321.274434412905066,-2571.32735655123588,-4892.6017909641404913,1018.5661414857513591,1589.1068294455894829,802.96186976260105439,31.052094616058834475,3441.6869353100009903,-74.338723621123619978,2213.6703126980773959,54901.865152119971754
20000,236.44036758651100172,355.98147031550405472,0.79827903397306132494,319.60596592736084176,-521.78976338746826968,1270.1282084066190237,34.033075745845238202,-254.64832352081120348,-129.17993253694430678,-1583.6348109181005839,3521.0999843421209334,1937.4651734240203496,-2287.7651474168724235,-2683.1458704663664321,-4970.9110178832388556,1050.9690125027132126,1521.5877391152052951,781.22304016997395593,33.496415177246078088,3387.2762069651384991,-74.482365700771694605,2221.9453563386405222,54795.9848136961009
21000,233.72164994313496322,915.7118379426476622,0.81299487745315024423,1445.6658143552251659,-139.66193742748507134,1441.1316369002029205,64.727235857712699385,145.92331955803598476,-295.91939250044953269,-1828.2048226148460799,3480.612495893180494,1652.4076732783344141,-2354.1715438484525293,-2879.0237247359482353,-5233.1952685844016742,1093.5231436121323441,1513.7077740980846556,768.27506631759365519,29.484461941744385172,3404.9904459695544574,-75.85540794418892574,2370.9467118641641719,53804.134608708605811
22000,232.0965399081547389,-342.08859979068881785,0.80964072090953476124,-1622.4058586427906903,179.87551701007623706,416.26454226064691966,-210.16052537746227813,-780.36653421628500382,-978.86669248571240587,-1727.045373118431371,3456.4111508473547474,1729.3657777289233763,-2338.7688620848548453,-2833.9765687097515183,-5172.7454307946063636,1087.5844610842164002,1567.723488681938079,757.36737445774906519,33.024733452271782141,3445.70005767617522,-75.542452819893838978,1459.8242983552984242,54027.03284679207718
23000,236.38431893232555581,-354.08362115673094195,0.81364740015215319957,-503.26351864910975564,104.17973967893605902,-663.16708450001851816,948.84937137305576016,298.38388196766908322,231.43218206991144825,-1525.918330207877716,3520.2653006652626573,1994.3469704573849413,-2370.1439970137303135,-2578.2381830029889898,-4948.3821800167188485,1076.008667166932355,1562.7942476873104169,753.74923801298018589,29.911696941618160395,3422.4638498088406777,-75.916290708519213126,1716.7281234988083725,53760.985181664618722
24000,228.39541038140305318,-53.852875783598719295,0.81330575514817093907,-66.20202286676973813,180.97317079845109333,-276.32977528247693044,-111.13103383651397849,410.92150402834016631,-409.22661157427864964,-1586.5963729859947762,3401.2934598552474199,1814.6970868692526437,-2325.7541708888711582,-2674.9514670812036456,-5000.7056379700743491,1074.4791913342344287,1514.2036937603279512,791.49184742732393261,33.934532462193544688,3414.1092649840793456,-75.884413974891629096,1772.4560661957511911,53783.568535932332452
25000,236.47209595142135186,1229.0912284578319031,0.82910702832017713071,1796.7088856513457813,177.24089321459027246,1713.3239065075583767,-1017.4207181407580265,-353.81839297612367545,548.93296756324866692,-1374.7621904604145584,3521.5724871821789748,2146.8102967217646437,-2407.9335709161723571,-2370.2825953913761623,-4778.2161663075485194,1068.8199201053835168,1537.8106015244090941,764.8797712365001189,31.943682980841124674,3403.4539758471341884,-77.358730795011041437,3092.5091703266748482,52758.551463862117089
26000,232.98311834999140046,-270.30452700193126248,0.81157147289868170059,-887.21732642849360673,-109.65011817805446981,185.95386360075423227,197.88044644262606653,69.42381160199209944,285.78424769578151654,-1499.3921788714844752,3469.6141896073368116,1970.2220107358523364,-2366.7225610986233733,-2540.3126027495873132,-4907.0351638482106864,1079.6946457623885181,1517.6968729467189405,775.25758821992553749,34.993878047693975475,3407.6429849767264386,-75.722599071533934989,1757.7479611030871638,53898.500974221351498
27000,235.3118435788470606,1120.6348533797320215,0.82295527150127645299,2072.92616970006884,722.08725736542089635,566.89113307370666917,-276.81333167300749665,144.05640980613299007,325.68837875184516406,-1407.3839567929114764,3504.2938614863810471,2096.9099046934697981,-2399.5287687024379011,-2527.9164622232533475,-4927.4452309256921581,1113.8990468498627706,1586.7514225658476335,786.21068706899723111,33.200117648072108523,3520.0612741327795447,-76.784749290314465497,2965.6047473841399551,53152.932288631687697
28000,231.64855741873469697,130.44147512652452292,0.82584152610520034088,-1521.1349137254019297,-250.61654618694171859,2163.0758852919170749,515.41162684237781377,132.63832277154133976,1207.9495511990010073,-1375.3397483525834559,3449.739738716744796,2074.3999903641615674,-2407.2553761754970765,-2458.7487122370366706,-4866.004088412533747,1088.5011352666961102,1605.0807273527698271,763.30295029065189283,33.779527149832240696,3490.6643400599505185,-77.054047445177758391,2175.1623510546396574,52967.166750473734282
29000,232.81584907946017893,377.69989911603698829,0.82704080332631912942,17.022888144855091497,438.71870329476178085,677.35810590849507662,-255.62091283054650148,87.728776899388378752,-577.00256996702955803,-1682.2705986724772629,3467.1231943857492297,1784.8525957132719668,-2408.1932233037382503,-2676.3241437471851896,-5084.5173670509229851,1075.6434921211296114,1548.0850765952041002,746.99958936761424866,31.518610294498333957,3402.2467683784461769,-77.165944414481089098,2076.1920358365273387,52890.360000074528216
30000,239.58384614071493957,-1089.0973769150987209,0.82519537947970678093,-2065.7475402327868323,-158.55529075165463837,-1042.9892997608540099,826.6555544464781633,632.85833778457902099,-267.09185194974986644,-1787.0264660436550912,3567.9130662239081175,1780.8866001802530263,-2413.0796551914463635,-2804.8541948090673941,-5217.9338500005142123,1100.1729115497541898,1547.485098324008959,751.21367638093306596,32.035697702162508449,3430.9073839568586664,-76.993759591923236485,938.93083779444941683,53008.641238708689343
31000,232.55164466733364748,-929.92127395554518898,0.83725333734228724047,-1992.861020274916882,169.19045430723602408,-966.09325589895274788,-874.24388722863147905,-482.29432967393842091,719.61823294860573696,-1691.6320313610717676,3463.1886287238112345,1771.5565973627394669,-2436.4223951045319154,-2751.922093981685066,-5188.3444890862174361,1123.089666577751359,1569.8237638816558501,770.47853231753720138,33.320494948200675367,3496.7124577251452138,-78.118811345638107468,1063.0096275865948883,52245.221215280726028
32000,233.51497080521696148,-1.5775814366402229894,0.83414537596364479732,-812.26803756046228955,34.086710794117841772,773.44858245642262773,98.723008472098328525,-46.364125705381241005,-505.96100682404824056,-1419.7483487580000201,3477.5346039210298841,2057.7862551630296366,-2438.275312936528735,-2361.2178862177534029,-4799.4931991542816831,1103.6506885403600791,1499.1966115184959563,748.61751040306285176,28.280039934362893206,3379.7448503962818904,-77.828827134433424817,2056.5797494303924395,52439.882882700672781
33000,232.53334045432299604,318.41628815437718458,0.83347350695527855358,971.0126659054111542,-2.0089123324329793974,-13.754889109847317386,-262.99572304407951151,661.41117963828139636,470.21034855251139106,-1568.0181650809659004,3462.9160400588425546,1894.8978749778766542,-2465.7237448201904044,-2535.1677912674749678,-5000.8915360876644627,1117.8373244905237698,1495.0044821806181972,786.2639608870460961,33.767603448511195552,3432.8733710066994718,-77.76613928838655454,2138.6131920898042154,52482.155050702684093
34000,235.33287509553935024,260.89398782713811897,0.84742904950462016878,1475.7914028179982324,-977.57058754057345595,284.46114820398884149,785.58566927070955899,234.61584550895199186,-325.15583650514764713,-1734.53322753821476,3504.6070655041712598,1770.0738379659564998,-2486.1815536018625608,-2653.0895054058828464,-5139.2710590077449524,1095.9674364057598268,1512.9700290013220183,764.31628228251406654,31.484083779934621816,3404.7378314695306472,-79.068242662615745076,1966.4732000749363579,51617.873907261389832
35000,237.32184716031815697,-247.75582618950463143,0.84596144892433045026,199.7697997260210343,-450.50741372269953899,-492.52986457183425273,193.29650922067963847,-798.40689002207284375,344.87574760177511735,-1804.9197378360709081,3534.2270901118013171,1729.307352275730409,-2476.8492166428345627,-2695.7600632166818286,-5172.6092798595163913,1093.8760395199205959,1507.589047186542075,732.24988975493897669,33.974565562044233502,3367.689542023445938,-78.931310138433360635,1542.4747543131218208,51707.422221544438798
36000,232.44658108330494883,192.65616567620591582,0.84601466225238586283,-113.91446862278401397,-24.592723630654504063,716.47568928205691918,128.29294368430117856,0.65944771349274533545,1077.9249831684539913,-1381.8752958137979476,3461.6240084863511584,2079.7487126725532107,-2474.5807357811268048,-2334.2089022096024564,-4808.789637990729716,1096.0636707227474744,1544.0265676924514082,755.77966258284186551,31.044441178890224364,3426.9143421769313136,-78.936275137376966882,2225.0215342712754136,51704.169885451054142
37000,238.6803312968621924,-653.44685353160332397,0.84334234534957319696,-12.769663050799671566,-1591.9146300556794813,-355.65626748833028614,-138.68639902581600154,816.87721129851456681,75.889776575838880035,-1632.9109164697031247,3554.4578084140134706,1921.5468919443103459,-2491.514609167306844,-2599.9327856036411504,-5091.4473947709475397,1140.3214802541192512,1536.3822192350039586,751.40950613000677549,30.423272682115104715,3458.5364783012455518,-78.686938155754120316,1427.2524662231414823,51868.005992925907776
38000,234.86490336175816651,-350.89575497465665421,0.8469762348224515458,-206.70179509533156192,-285.28997324350888221,-560.69549658513028589,-232.23046040368237186,424.50876638663800122,-200.78017766391471355,-1892.3331318028897385,3497.637971007705346,1605.3048392048156074,-2458.8323540075252822,-2815.8953915638030594,-5274.7277455713283416,1144.9547055603193257,1495.0873526610689623,712.08302773547052311,30.269527811579660437,3382.3946137684388304,-79.025993389721648441,1341.0114874243058694,51645.470113868577755
39000,230.66917394127503371,830.79690370139917377,0.84870885519097460925,1996.22908962708334,401.43366823489168382,94.727953242221644814,-690.37155778289604768,-341.25163703160933437,-191.62149280505624915,-1787.3182356860290838,3435.154635579116075,1647.8363998930869911,-2456.0221779021785551,-2791.8452312533336226,-5247.8674091555121777,1138.9664079784381556,1543.7193170191781064,742.62488473752262053,35.23856373434416156,3460.5491734694833212,-79.187653233481611892,2272.3120156654558741,51540.03702817147132
40000,234.01983241958731696,453.74656907132833794,0.84845265449440565586,334.01165693038194604,-112.55319154621383859,1139.7812418298167358,-30.816472061991543541,-592.05199298637649008,540.97438338436359118,-1841.134653439743488,3485.0530672046056679,1643.91841376486218,-2498.8427278274602941,-2736.3918876904331228,-5235.2346155178938716,1112.0634336854657249,1511.8447075668573234,740.5591870480484431,29.632633777778206507,3394.0999620781499289,-79.16374876754611023,1985.0839007591150676,51555.600175175444747
41000,234.99926721976459021,659.2356954645690621,0.85222407127407284744,705.36999178666258103,1273.1376874194518223,-0.80059281240803092938,530.49769152101168856,59.513718917437522293,-351.61643342501650977,-1609.8580267993279449,3499.6389346466639836,1889.7809078473360387,-2520.1238984995425199,-2561.9172144907752227,-5082.041112990316833,1129.3442286327626789,1560.4432599195286002,749.45314265053229974,32.942454988165920327,3472.1830861909893429,-79.51563580433213474,2383.2571709050248501,51327.446967421310546
42000,233.90902878908377716,812.40720136013601405,0.85596638861807894383,1267.454363528747308,682.73109032547313291,487.03615022618902231,-923.68161141573784789,-548.17460244541086922,-334.43009566519907594,-2022.1450911100691883,3483.4029654660002961,1461.2578743559311079,-2528.366096992373059,-2932.5015234928814607,-5460.8676204852545197,1121.004290803795584,1560.3872774752162513,726.98928823584242309,30.341672860330398009,3438.722529375184422,-79.864807756897789659,2066.7331339409129214,51103.041432853715378
43000,235.67094911820623793,1151.7807481470310904,0.85242866909629233518,1682.8466683728513544,1034.5576574392277962,737.9379186290141206,-1182.2412226933329293,-31.874590003477404565,-756.64467447915421872,-1757.577025971936564,3509.6417067884403878,1752.0646808165038237,-2503.9322096875025636,-2661.736085987815386,-5165.6682956753174949,1145.3528227354604496,1525.693374313131244,707.85543492168994817,29.189637733099353056,3408.0912697033813856,-79.534725532569495954,2614.0326280223844151,51315.127480465584085
44000,230.984069051074556,-275.10151936877838352,0.85059653273184421263,471.10444071279761147,-2112.810139542226807,816.40114072309324911,534.12137119491558224,-122.74908951030867854,1078.0232276263682252,-1865.4659515688974807,3439.8440935490157244,1574.3781419801182437,-2538.45948093434572,-2785.9340695229502671,-5324.3935504572964419,1143.7516491824378591,1564.7471655026397457,720.04983332038545996,30.378950882935455979,3458.9275988883987338,-79.363780480898370229,1368.0546260082201115,51425.657335085728846
45000,235.11090914193363233,738.58864177857969935,0.85726017097009865608,2120.1485372319743874,-312.17936448463001398,407.79675258839421303,400.40592278775386603,-347.38475486476698961,-147.7238411102625264,-1925.2245371983096902,3501.3015203312234007,1576.0769831329137105,-2528.8381402763789083,-2950.9130622572470202,-5479.7512025336263832,1157.9299462488029349,1597.7296370486981232,766.85240959090629076,32.014672446908740255,3554.5266653353164656,-79.985522402002189324,2125.7055882903005113,51025.916406660631765
46000,231.50361470233687555,-33.142686566472406184,0.85969437165929718514,692.51161623047164539,-543.76642120639940003,-248.1732547234895776,1043.6102233510678161,-45.632982433831095648,-1076.5049146176963859,-1971.4224474618820295,3447.5812333750031939,1476.1587859131211644,-2553.6574519768601021,-2829.6148122527783926,-5383.2722642296394042,1136.0546130137620366,1518.9422405980906206,724.85480926264585833,31.99815389325813797,3411.8498167677562378,-80.21264226636789374,1451.5651366382962806,50881.437944338787929
47000,234.3384266437879262,-67.032935037620077878,0.86104732282878237992,119.26925590648433229,-353.80974590483202746,33.441684885488676571,-485.44575465324760444,680.20159500949284848,-646.38125639442216652,-1792.213495050428719,3489.7976128559898825,1697.5841178055611636,-2551.7801215631698142,-2655.691365625247272,-5207.4714871884170861,1115.5387065331926806,1536.2804880990611309,729.72070301488224686,33.718094490852621448,3415.2579921379883672,-80.338877579450524991,1647.9202471965234054,50801.488678895715566
48000,232.8016572491270324,751.677931518850869,0.86365544079561407109,988.28578297070635017,1014.1221734582580893,252.6258381275897591,-143.90612410255289433,-181.82738383336962329,155.50621301876660141,-1890.5401239619668559,3466.9118478459263315,1576.3717238839594756,-2555.6662222812465188,-2808.0006794076716687,-5363.6669016889181876,1142.4971890993183479,1548.750338254666076,749.27886486622674056,32.600385506740252595,3473.1267777269513317,-80.582224564563588842,2131.5987988835936449,50648.075327799168008
49000,229.94369964274144991,-70.598582823296567312,0.85207088828190735708,241.41686043278789953,675.8692912941734221,-1129.0819001968502562,-227.25402066636033283,-529.27419061788714316,-160.71421204163297602,-1739.9564904393505458,3424.3507801830082826,1684.3942897436577368,-2539.9074358120701618,-2668.87655221071509,-5208.7839880227847971,1165.9909423333410814,1544.9714799353996568,725.90220527019369001,31.962870044499588573,3468.8274975834337965,-79.501343268569513612,1631.5376433576227555,51336.674476557949674
50000,234.07437555964557419,-1629.8723305536452699,0.85390152475445590952,-2142.3329052805379433,-1156.5330616897449545,-1590.7510246906520024,547.08862371729458118,154.44172400967698877,644.84834096315455554,-1846.3006664591803201,3485.8653305738666859,1639.5646641146863658,-2526.4065487797151945,-2743.0205826946071284,-5269.4271314743227776,1156.5456147285892712,1516.2188129734781796,719.48739276697313016,30.87464454610198672,3423.1264650151424576,-79.672148374817780336,421.90716682040942942,51226.616365696558205
51000,238.00366243341281347,-140.02118771802477681,0.86157286881271377688,191.94574106745437803,-270.41479096629933565,-341.59451325522928755,55.870366864944188023,337.32108202775174277,497.16627948948774929,-1671.423545528374234,3544.3807697559482222,1872.9572242275739882,-2550.5528966577189749,-2581.8165695419820622,-5132.3694661997005824,1171.4052584475134609,1550.3427134494870643,710.70313042456029962,28.494818349765971277,3460.9459206713268031,-80.387912949918586492,1769.2805417474089609,50770.500564808833587
52000,238.54740489790478364,-952.06379447678375527,0.85760100668384298128,-1458.9440650626931983,-1270.319339198373882,-126.92797916928299173,21.355810579039015806,684.87661643903152253,848.04788532689599379,-2010.3368503231654358,3552.4782515977844923,1542.1414012746190565,-2547.3209676824549206,-2926.6156858103240666,-5473.9366534927794419,1155.5428368001944364,1561.1598713804119143,715.81571890552390869,31.081376083483554851,3463.5998031696135513,-80.017323625878304938,833.9345613290821575,51005.637215635455505
53000,233.88532219628828557,-331.49862054812786027,0.85871070037844787759,-362.89166733581527069,-767.87955392093056162,136.2753596123635873,-137.58558298926746488,473.5071018042635842,-211.19897677909088429,-2117.0353510189461304,3483.04992387511993,1366.0145728561737997,-2534.0339133036513886,-3009.9797376107735545,-5544.013650914424943,1146.0754813880248548,1544.1843002458524552,703.58244599620479676,33.136072265396883552,3426.9782998954788127,-80.120862123145400346,1119.7430476879164871,50939.723708347672073
54000,227.72773963125362684,-876.43052794891514168,0.85287083166168664583,-4.6361751304773370919,-878.25715399097919089,-1746.3982547252887798,14.139049097872890215,119.52762054319317997,793.54576991053124857,-1707.1359061361285967,3391.3504222432939059,1684.2145161071653092,-2531.169130626799415,-2631.0474979240161701,-5162.2166285508155852,1130.0603630442651593,1576.7676612225295685,717.52433910509193993,30.728359042800533985,3455.0807224146874432,-79.575980923846628912,1028.6527992005380838,51288.523653053533053
55000,236.87687430229840402,-367.01240803336844465,0.8654435760590807325,-541.97203845403385003,-448.14663468693055393,-110.91855095914233686,290.61708046392197957,-775.34653459103662954,-645.92118104066594242,-1612.8014407452760679,3527.6004977942575351,1914.7990570489814672,-2573.7070749758659076,-2495.2669063623602597,-5068.9739813382257125,1114.1050110477517592,1584.1003312689124414,725.30687459048010624,32.660323685805707328,3456.1725405929500994,-80.74906415191077258,1644.2653785647892164,50543.428864383538894
56000,235.7167850803283784,630.78249266135287598,0.85970526522816159698,1019.0531428337334319,419.26624755307148007,454.0280875972538297,193.53681678042235603,-320.37448176154197199,457.29509898693976311,-1953.8748567366710631,3510.3243017579798106,1556.4494450213087475,-2567.4090756710565984,-2820.7480476652676771,-5388.1571233363238207,1118.4559431329957988,1552.370218387199202,731.86631631321859004,31.589788766238939388,3434.2822665996527576,-80.21365867635165614,2024.5179218902371758,50880.793211230142333
57000,235.72362757570641634,-629.50195351685829337,0.86247836081655449014,-945.85528141803172275,-539.3360548770845071,-403.31452425545620599,29.14193921225399464,13.768952318077376518,-780.2597276906631123,-1454.2127779096188078,3510.4262010682136861,2056.2134231585951056,-2544.9397139889620121,-2413.774569826284278,-4958.7142838152458353,1166.1458478687072784,1574.533776133338506,730.88622238613061199,32.935659517450901035,3504.5015059056272548,-80.47239867946795755,1590.5970714142415545,50717.198030645660765
58000,232.22387606593233045,-92.097269422034216291,0.85965097481235919208,439.85104856496974435,-408.49261690379995571,-307.65023992727327595,-96.904668898930495402,-406.37026974755190167,223.20781221035952058,-2044.5126549833544232,3458.3074570819185283,1413.7948020985641051,-2561.7643054895106616,-2939.5754464159795134,-5501.3397519054897202,1177.5394083217797743,1527.4281115071257773,720.64955493933598518,31.210022153894104946,3456.8270969221357518,-80.208593181165440456,1345.450243464749974,50884.006537918219692
59000,232.16141181371813218,149.81960591373658076,0.86064895910683514302,676.48995529883507061,-69.584650832407461962,-157.44648672521714161,235.02750663799361064,-123.78728952286566312,-679.35003036905936824,-2461.0319837164906858,3457.377231504372503,996.3452477878818172,-2563.0399290075029057,-3364.2059936553041553,-5927.245922662807061,1107.5098247167370573,1610.0497376865373553,716.38682700574531736,32.267549537296389417,3466.2139389463159205,-80.301708781126563963,1107.396114307030075,50825.002876985941839
