Temperature [1/K],Vapor Pressure [Torr],Temperature [K],Temperature [C],MAC,Vapor Pressure [Pa],Outlier,Reference,Paperpile,Link,Data Status,file,Filename,SMILES,smiles
0.003228182,6.14E-07,309.7718952,,,8.19E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003237273,5.61E-07,308.9019938,,,7.48E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003246364,5.12E-07,308.0369644,,,6.83E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003255455,4.68E-07,307.1767663,,,6.24E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003264545,4.27E-07,306.321359,,,5.70E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003273636,3.90E-07,305.4707026,,,5.20E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003282727,3.56E-07,304.6247577,,,4.75E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003291818,3.25E-07,303.7834852,,,4.34E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003300909,2.97E-07,302.9468466,,,3.96E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.00331,2.71E-07,302.1148036,,,3.62E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003319091,2.48E-07,301.2873185,,,3.30E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003328182,2.26E-07,300.464354,,,3.02E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003337273,2.07E-07,299.6458731,,,2.76E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003346364,1.89E-07,298.8318392,,,2.52E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003355455,1.72E-07,298.0222162,,,2.30E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003364545,1.57E-07,297.2169684,,,2.10E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003373636,1.44E-07,296.4160604,,,1.92E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003382727,1.31E-07,295.6194571,,,1.75E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003391818,1.20E-07,294.8271241,,,1.60E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003400909,1.10E-07,294.039027,,,1.46E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.00341,1.00E-07,293.255132,,,1.33E-05,,,,,CC Fit,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.00251,0.0008,398.4063745,,,0.106657895,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002557368,0.000498499,391.0269603,,,0.066461053,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002604737,0.000310626,383.9159426,,,0.041413452,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002652105,0.000193559,377.0589403,,,0.0258057,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002699474,0.000120611,370.4425814,,,0.016080141,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002746842,7.52E-05,364.0544166,,,0.010019916,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002794211,4.68E-05,357.8828405,,,0.006243646,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002841579,2.92E-05,351.9170217,,,0.003890563,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002888947,1.82E-05,346.1468391,,,0.002424302,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002936316,1.13E-05,340.5628249,,,0.00151064,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002983684,7.06E-06,335.1561122,,,0.000941315,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003031053,4.40E-06,329.9183886,,,0.000586556,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003078421,2.74E-06,324.8418533,,,0.000365497,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003125789,1.71E-06,319.9191783,,,0.00022775,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003173158,1.06E-06,315.1434732,,,0.000141916,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003220526,6.63E-07,310.508253,,,8.84E-05,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003267895,4.13E-07,306.0074086,,,5.51E-05,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003315263,2.58E-07,301.6351802,,,3.43E-05,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.003362632,1.60E-07,297.3861324,,,2.14E-05,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.00341,1.00E-07,293.255132,,,1.33E-05,,,,,GPR,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
0.002583979,0.000382172,387,,,0.050952081,,,,,GNN,Nye_MAC_DATA_bis.csv,bis,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CC1(CCCC1)CC(CCCCCCCC)CCCCCCCCCC
